"","treatment","GP1","GP2","Akt_inh1","PKC_inh","PIP2_inh","MEK_inh","Akt_inh2","PKC_act","PKA_act","praf","pmek","plcg","PIP2","PIP3","p44.42","pakts473","PKA","PKC","P38","pjnk"
"936","cd3cd28icam2",0,1,0,0,0,0,0,0,0,225,163,82.8,112,23.5,24.4,36.5,717,40.7,72.3,202
"937","cd3cd28icam2",0,1,0,0,0,0,0,0,0,31.3,24.8,8.43,305,14.3,7.43,26.2,346,5.05,21.5,18.1
"938","cd3cd28icam2",0,1,0,0,0,0,0,0,0,60.4,42.2,23.9,31.3,1.96,9.22,15,1046,9.06,21.7,42.6
"939","cd3cd28icam2",0,1,0,0,0,0,0,0,0,176,97.3,24.4,145,15.7,14.7,21.3,820,7.77,19.6,20.9
"940","cd3cd28icam2",0,1,0,0,0,0,0,0,0,30.5,32.8,10.2,136,5.94,30.5,55.7,791,14.1,20.5,48.7
"941","cd3cd28icam2",0,1,0,0,0,0,0,0,0,57.8,31.6,11.5,157,36.5,11.2,27.1,626,10.3,32.2,29.4
"942","cd3cd28icam2",0,1,0,0,0,0,0,0,0,308,200,16,93.9,29.7,17.8,31.9,655,11.2,17.5,7.1
"943","cd3cd28icam2",0,1,0,0,0,0,0,0,0,31.3,40.3,20.7,163,17.6,11.5,31.3,866,36.2,76.4,79.1
"944","cd3cd28icam2",0,1,0,0,0,0,0,0,0,27.1,21.3,93.9,500,63.2,35.5,57.8,542,10.6,27.6,3.92
"945","cd3cd28icam2",0,1,0,0,0,0,0,0,0,47.4,21.1,44.1,179,23.5,11.2,20.2,478,10.3,37.5,34.6
"946","cd3cd28icam2",0,1,0,0,0,0,0,0,0,51.9,27.1,15,167,1.84,13.9,16.4,621,18.6,46.6,33.1
"947","cd3cd28icam2",0,1,0,0,0,0,0,0,0,48.3,20.9,20.5,64.9,13.7,29.7,47,1065,5.73,3.02,15.7
"948","cd3cd28icam2",0,1,0,0,0,0,0,0,0,112,83.5,21.3,23.3,9.31,33.7,51.4,835,7.91,23.7,18.4
"949","cd3cd28icam2",0,1,0,0,0,0,0,0,0,57.8,40.7,16.8,362,22.1,11.2,27.9,799,9.22,22.9,55.2
"950","cd3cd28icam2",0,1,0,0,0,0,0,0,0,38.9,28.1,35.5,24.4,1,12.5,15.1,1334,13.6,22.7,30.2
"951","cd3cd28icam2",0,1,0,0,0,0,0,0,0,117,78.4,19.3,17.9,6.85,33.4,48.3,947,12.5,17.5,1
"952","cd3cd28icam2",0,1,0,0,0,0,0,0,0,68.5,107,18.3,31.1,19.5,11.1,22.9,599,12.2,27.1,14.3
"953","cd3cd28icam2",0,1,0,0,0,0,0,0,0,36.8,24.8,21.7,98.2,18.3,7.91,19.8,403,8.74,25.9,38.5
"954","cd3cd28icam2",0,1,0,0,0,0,0,0,0,38.2,29.2,21.1,129,24.6,12.4,30,723,6.67,10,21.5
"955","cd3cd28icam2",0,1,0,0,0,0,0,0,0,47,26.2,15.4,84.3,18.3,9.06,27.1,965,11,18.4,26.7
"956","cd3cd28icam2",0,1,0,0,0,0,0,0,0,253,157,25.7,121,18.6,25.9,42.2,965,11.9,17.9,36.5
"957","cd3cd28icam2",0,1,0,0,0,0,0,0,0,96.5,46.1,13.6,136,3.43,16,32.5,505,13.5,20.5,46.1
"958","cd3cd28icam2",0,1,0,0,0,0,0,0,0,191,115,13.1,12.5,3.31,21.7,25.7,514,11.4,12.9,17
"959","cd3cd28icam2",0,1,0,0,0,0,0,0,0,59.9,29.2,12.2,76.4,21.9,18.6,24.8,583,9.73,15.1,8.35
"960","cd3cd28icam2",0,1,0,0,0,0,0,0,0,61.5,37.2,158,557,110,2.64,12.9,461,12.1,26.7,27.6
"961","cd3cd28icam2",0,1,0,0,0,0,0,0,0,34.9,25,34,26.7,2.71,1.45,6.1,34.3,27.1,61,90.6
"962","cd3cd28icam2",0,1,0,0,0,0,0,0,0,34.6,34.6,13.2,87.4,16.8,12.5,23.9,407,7.23,27.6,42.2
"963","cd3cd28icam2",0,1,0,0,0,0,0,0,0,170,123,16.5,8.35,1.73,20.2,29.2,757,32.8,78.4,186
"964","cd3cd28icam2",0,1,0,0,0,0,0,0,0,21.3,15.3,69.8,239,51.9,58.8,70.4,578,16.3,27.1,42.2
"965","cd3cd28icam2",0,1,0,0,0,0,0,0,0,44.9,28.1,21.1,142,13.1,16.8,20.7,692,17,38.5,41
"966","cd3cd28icam2",0,1,0,0,0,0,0,0,0,33.7,20.4,25.5,24.6,6.73,11.9,58.3,325,13.9,14.9,32.5
"967","cd3cd28icam2",0,1,0,0,0,0,0,0,0,200,125,16.5,308,15.1,37.2,38.2,777,24.8,43.3,100
"968","cd3cd28icam2",0,1,0,0,0,0,0,0,0,35.5,23.5,23.7,25.9,12.3,16.5,25,874,66.1,183,279
"969","cd3cd28icam2",0,1,0,0,0,0,0,0,0,26.4,23.3,120,514,117,23.5,43.3,799,10.8,30,58.3
"970","cd3cd28icam2",0,1,0,0,0,0,0,0,0,41,41,18.1,167,19.8,4.1,15.4,615,13.8,22.5,20.5
"971","cd3cd28icam2",0,1,0,0,0,0,0,0,0,157,79.1,20.4,33.7,25.7,4.37,19.3,858,49.1,106,155
"972","cd3cd28icam2",0,1,0,0,0,0,0,0,0,83.5,54.2,60.4,48.3,14.9,31.3,51.9,621,14.1,16.4,25.3
"973","cd3cd28icam2",0,1,0,0,0,0,0,0,0,109,143,22.1,108,22.5,15.3,35.5,649,20.9,58.8,53.3
"974","cd3cd28icam2",0,1,0,0,0,0,0,0,0,145,93.9,34.3,474,62.1,15.7,21.5,429,10.8,22.5,21.9
"975","cd3cd28icam2",0,1,0,0,0,0,0,0,0,41,11.8,15.4,75,13.9,25,30.8,626,8.06,26.4,15.7
"976","cd3cd28icam2",0,1,0,0,0,0,0,0,0,30.2,26.7,32.8,191,28.1,18.3,19.6,723,54.7,139,191
"977","cd3cd28icam2",0,1,0,0,0,0,0,0,0,40.7,13.1,25.3,22.7,1.17,11.4,25.7,685,14.6,24.6,20.7
"978","cd3cd28icam2",0,1,0,0,0,0,0,0,0,38.5,20.2,50,368,60.4,8.74,28.1,483,11.4,26.4,40
"979","cd3cd28icam2",0,1,0,0,0,0,0,0,0,37.2,56.7,18.4,21.3,10.8,14.1,31.1,621,13.1,23.5,36.2
"980","cd3cd28icam2",0,1,0,0,0,0,0,0,0,195,106,13.9,135,3.72,24.1,43.7,414,10.8,24.8,38.5
"981","cd3cd28icam2",0,1,0,0,0,0,0,0,0,29.4,31.1,45.7,52.8,8.82,26.7,47.8,523,10,23.3,29.4
"982","cd3cd28icam2",0,1,0,0,0,0,0,0,0,60.4,48.7,13.6,29.7,2.35,213,322,1554,8.35,20.9,23.7
"983","cd3cd28icam2",0,1,0,0,0,0,0,0,0,60.4,40.7,27.6,22.1,5,18.6,41,1124,7.7,23.3,17.9
"984","cd3cd28icam2",0,1,0,0,0,0,0,0,0,64.9,53.3,71,466,73,7.77,19.8,1114,12.4,20.2,12.6
"985","cd3cd28icam2",0,1,0,0,0,0,0,0,0,58.3,31.1,79.9,77,8.58,19.6,28.4,638,15.3,36.5,50.9
"986","cd3cd28icam2",0,1,0,0,0,0,0,0,0,36.5,25.7,22.5,76.4,13.5,17,27.9,730,12.2,36.2,30.5
"987","cd3cd28icam2",0,1,0,0,0,0,0,0,0,163,117,26.9,362,53.3,4.83,20.7,157,22.3,76.4,85.8
"988","cd3cd28icam2",0,1,0,0,0,0,0,0,0,41.8,23.1,22.1,101,26.2,36.5,44.1,750,11.4,36.5,33.4
"989","cd3cd28icam2",0,1,0,0,0,0,0,0,0,36.5,22.3,49.6,56.2,10.2,22.9,37.2,704,29.7,77,153
"990","cd3cd28icam2",0,1,0,0,0,0,0,0,0,142,85.1,25.3,33.1,26.9,12,24.1,939,80.6,101,12.2
"991","cd3cd28icam2",0,1,0,0,0,0,0,0,0,90.6,61.5,10,18.8,21.1,18.6,31.3,931,5.09,100,1
"992","cd3cd28icam2",0,1,0,0,0,0,0,0,0,73,46.1,15.5,113,8.2,13.3,22.3,621,13.5,21.9,30
"993","cd3cd28icam2",0,1,0,0,0,0,0,0,0,39.2,19.5,16.4,64.9,9.65,14.6,26.2,750,12,22.9,25.9
"994","cd3cd28icam2",0,1,0,0,0,0,0,0,0,86.6,55.2,23.3,22.7,4.91,4.87,9.65,136,36.5,86.6,118
"995","cd3cd28icam2",0,1,0,0,0,0,0,0,0,42.9,25.5,15.7,23.1,3.72,30.2,41,730,22.1,46.6,7.23
"996","cd3cd28icam2",0,1,0,0,0,0,0,0,0,55.2,42.9,17.5,95.6,6.98,5.62,21.3,610,10.2,23.7,26.2
"997","cd3cd28icam2",0,1,0,0,0,0,0,0,0,64.9,41.4,20.7,168,22.9,14.6,25.7,661,12.6,25.5,42.6
"998","cd3cd28icam2",0,1,0,0,0,0,0,0,0,36.2,18.6,34.9,34.9,11.3,13.2,20.4,791,1.11,10.5,18.4
"999","cd3cd28icam2",0,1,0,0,0,0,0,0,0,59.9,35.2,64.9,257,42.2,12.6,28.1,730,1.86,3.79,4.03
"1000","cd3cd28icam2",0,1,0,0,0,0,0,0,0,51.9,30.2,22.3,136,16.8,14.1,23.7,835,10.7,20.5,13.5
"1001","cd3cd28icam2",0,1,0,0,0,0,0,0,0,54.7,49.1,20.9,161,12.3,21.9,37.9,1155,13.5,32.2,35.5
"1002","cd3cd28icam2",0,1,0,0,0,0,0,0,0,44.9,31.3,23.9,30.2,8.58,26.9,71.7,1094,10.3,23.1,25.3
"1003","cd3cd28icam2",0,1,0,0,0,0,0,0,0,284,233,50.5,422,35.5,1.36,9.82,898,34,55.2,11
"1004","cd3cd28icam2",0,1,0,0,0,0,0,0,0,35.5,28.4,13.2,191,13.8,9.14,24.1,500,12.5,27.9,35.2
"1005","cd3cd28icam2",0,1,0,0,0,0,0,0,0,92.2,80.6,15.4,167,9.39,2.57,10.7,19.3,13.7,37.5,15.5
"1006","cd3cd28icam2",0,1,0,0,0,0,0,0,0,112,67.3,17,90.6,10.4,39.6,58.3,588,8.28,26.2,40.7
"1007","cd3cd28icam2",0,1,0,0,0,0,0,0,0,35.5,25,46.1,248,35.5,9.22,15.5,632,10.8,31.9,30.5
"1008","cd3cd28icam2",0,1,0,0,0,0,0,0,0,44.9,27.6,18.6,117,16.8,12.5,14.6,679,6.21,14.9,9.39
"1009","cd3cd28icam2",0,1,0,0,0,0,0,0,0,132,82.8,16,20.9,12.6,1,2.17,1,17.2,25.9,33.7
"1010","cd3cd28icam2",0,1,0,0,0,0,0,0,0,23.9,10.3,18.8,21.3,1,4.18,10.9,219,8.98,19.6,29.2
"1011","cd3cd28icam2",0,1,0,0,0,0,0,0,0,34.6,25.5,14.2,89,16.4,25.9,50,1298,10.8,51.4,7.77
"1012","cd3cd28icam2",0,1,0,0,0,0,0,0,0,135,73.7,18.9,105,6.49,25.5,62.6,1911,6.21,17.3,15.5
"1013","cd3cd28icam2",0,1,0,0,0,0,0,0,0,31.9,31.1,25,16.5,7.57,12.1,19.3,704,1.98,64.9,4.49
"1014","cd3cd28icam2",0,1,0,0,0,0,0,0,0,30.8,20.2,21.1,23.5,14.5,30.8,55.7,1382,51.9,113,115
"1015","cd3cd28icam2",0,1,0,0,0,0,0,0,0,33.7,15.1,49.6,453,49.1,27.9,45.3,523,49.6,92.2,209
"1016","cd3cd28icam2",0,1,0,0,0,0,0,0,0,80.6,58.8,28.1,56.7,8.58,9.82,14.6,594,9.73,17,27.9
"1017","cd3cd28icam2",0,1,0,0,0,0,0,0,0,34.9,19.8,14.7,94.7,4.91,51.9,89,1981,11,41.8,41.8
"1018","cd3cd28icam2",0,1,0,0,0,0,0,0,0,176,91.4,15.7,149,12.3,45.7,72.3,1827,6.15,13.1,3.89
"1019","cd3cd28icam2",0,1,0,0,0,0,0,0,0,15.4,3.02,20,17.2,21.7,20.4,31.3,567,7.37,23.3,25
"1020","cd3cd28icam2",0,1,0,0,0,0,0,0,0,142,91.4,57.8,102,18.9,12,13.6,305,4.03,10.6,12.9
"1021","cd3cd28icam2",0,1,0,0,0,0,0,0,0,41.8,24.1,18.4,18.3,8.66,19.8,38.5,422,39.6,83.5,158
"1022","cd3cd28icam2",0,1,0,0,0,0,0,0,0,26.4,18.3,17.6,44.1,10.4,13.2,20.2,667,8.58,20.9,23.3
"1023","cd3cd28icam2",0,1,0,0,0,0,0,0,0,72.3,47.4,16.5,79.9,9.22,8.06,24.6,710,7.77,25.3,32.2
"1024","cd3cd28icam2",0,1,0,0,0,0,0,0,0,32.2,10.8,12.6,27.4,10.6,18.6,40.7,813,22.3,32.5,41.4
"1025","cd3cd28icam2",0,1,0,0,0,0,0,0,0,225,125,14.6,11.1,1.54,11.5,31.1,407,3.37,66.7,9.22
"1026","cd3cd28icam2",0,1,0,0,0,0,0,0,0,40.3,34.9,24.8,27.9,6.61,1,1.67,33.4,15.3,42.6,44.5
"1027","cd3cd28icam2",0,1,0,0,0,0,0,0,0,122,89.8,9.22,173,3.72,23.5,28.6,1037,10.4,29.4,6.79
"1028","cd3cd28icam2",0,1,0,0,0,0,0,0,0,53.3,38.9,18.3,22.1,6.85,35.5,80.6,2308,20,45.7,66.1
"1029","cd3cd28icam2",0,1,0,0,0,0,0,0,0,36.2,23.7,36.8,328,51.9,9.22,13.3,679,42.2,92.2,122
"1030","cd3cd28icam2",0,1,0,0,0,0,0,0,0,37.5,22.1,17.3,14.6,12.2,18.3,27.9,583,16.7,41.8,59.4
"1031","cd3cd28icam2",0,1,0,0,0,0,0,0,0,79.9,66.7,22.1,24.1,3.92,15.5,27.9,542,13.1,36.8,33.1
"1032","cd3cd28icam2",0,1,0,0,0,0,0,0,0,72.3,39.6,18.6,7.04,14.5,39.6,47.4,389,15.4,31.1,33.7
"1033","cd3cd28icam2",0,1,0,0,0,0,0,0,0,101,67.3,22.3,68.5,5.67,30.8,39.6,594,10.4,27.1,13.9
"1034","cd3cd28icam2",0,1,0,0,0,0,0,0,0,6.67,7.99,48.3,308,48.7,6.98,34.3,470,11.5,33.4,28.6
"1035","cd3cd28icam2",0,1,0,0,0,0,0,0,0,42.6,25.5,20.2,17.5,10.1,7.17,20.9,474,11.4,24.6,23.9
"1036","cd3cd28icam2",0,1,0,0,0,0,0,0,0,57.3,26.9,84.3,461,75.7,12.2,29.2,567,11.7,13.9,23.5
"1037","cd3cd28icam2",0,1,0,0,0,0,0,0,0,65.5,28.6,18.1,93.9,7.37,22.7,31.1,562,91.4,125,15.7
"1038","cd3cd28icam2",0,1,0,0,0,0,0,0,0,93.9,50,14.6,93.9,14.5,47,62.6,685,9.65,21.5,29.7
"1039","cd3cd28icam2",0,1,0,0,0,0,0,0,0,59.4,36.8,31.6,67.9,47,11.3,21.1,698,12.9,35.9,40
"1040","cd3cd28icam2",0,1,0,0,0,0,0,0,0,31.6,22.9,26.4,18.1,7.64,11.5,33.7,632,14.2,20.9,26.2
"1041","cd3cd28icam2",0,1,0,0,0,0,0,0,0,30.5,21.7,16,255,6.73,8.51,21.7,414,49.6,97.3,193
"1042","cd3cd28icam2",0,1,0,0,0,0,0,0,0,41.8,26.4,48.3,302,40,35.9,62.1,1334,10,32.5,33.1
"1043","cd3cd28icam2",0,1,0,0,0,0,0,0,0,178,125,11.7,2.59,13.9,6.38,16.4,403,12.4,44.9,25.3
"1044","cd3cd28icam2",0,1,0,0,0,0,0,0,0,57.8,50,13.3,145,13.9,14.9,10.2,820,12.7,16.7,18.8
"1045","cd3cd28icam2",0,1,0,0,0,0,0,0,0,18.3,16.4,28.1,43.7,10.3,43.3,63.8,710,5.83,21.3,26.2
"1046","cd3cd28icam2",0,1,0,0,0,0,0,0,0,131,119,78.4,250,48.7,90.6,126,466,3.59,7.99,1.08
"1047","cd3cd28icam2",0,1,0,0,0,0,0,0,0,54.7,38.9,16.8,21.7,24.1,26.7,43.7,882,36.8,58.3,18.8
"1048","cd3cd28icam2",0,1,0,0,0,0,0,0,0,67.3,31.3,1,7.5,389,21.3,25.3,621,7.04,22.1,22.1
"1049","cd3cd28icam2",0,1,0,0,0,0,0,0,0,28.6,18.1,31.1,36.2,10.9,15.7,36.5,1000,3.05,31.3,27.4
"1050","cd3cd28icam2",0,1,0,0,0,0,0,0,0,61.5,57.3,33.1,16.4,10.2,11.9,43.3,229,5.73,16,16.4
"1051","cd3cd28icam2",0,1,0,0,0,0,0,0,0,40.3,23.3,31.9,39.2,2.57,6.79,13.7,692,11.3,28.1,29.7
"1052","cd3cd28icam2",0,1,0,0,0,0,0,0,0,36.2,18.1,46.6,528,49.6,16.1,40.3,965,14.6,33.7,15.7
"1053","cd3cd28icam2",0,1,0,0,0,0,0,0,0,38.9,16.4,24.4,195,39.6,11,20.4,496,9.56,30.8,17.5
"1054","cd3cd28icam2",0,1,0,0,0,0,0,0,0,41,30.8,20.9,25,1,12.4,20.2,685,10.8,35.2,30.8
"1055","cd3cd28icam2",0,1,0,0,0,0,0,0,0,91.4,53.8,17.5,18.8,5.57,13,22.3,496,12.9,27.9,4.14
"1056","cd3cd28icam2",0,1,0,0,0,0,0,0,0,188,117,20.5,16.3,1,4.91,5.47,973,3.31,10.3,11.1
"1057","cd3cd28icam2",0,1,0,0,0,0,0,0,0,184,85.8,8.98,213,6.79,20.2,24.1,730,13,33.4,28.4
"1058","cd3cd28icam2",0,1,0,0,0,0,0,0,0,37.5,17.6,6.61,181,13.9,23.9,39.2,644,13.2,33.7,56.2
"1059","cd3cd28icam2",0,1,0,0,0,0,0,0,0,50,33.1,19.6,22.9,5.88,5.73,20,698,6.61,17.9,30.8
"1060","cd3cd28icam2",0,1,0,0,0,0,0,0,0,139,82,20.7,24.8,4.66,36.5,41.4,483,4.49,59.4,3.82
"1061","cd3cd28icam2",0,1,0,0,0,0,0,0,0,101,57.8,17.9,62.1,11.7,20.7,42.2,470,10.6,37.5,21.7
"1062","cd3cd28icam2",0,1,0,0,0,0,0,0,0,53.3,40.3,14.3,106,18.3,32.5,62.6,898,31.3,60.4,88.2
"1063","cd3cd28icam2",0,1,0,0,0,0,0,0,0,58.3,44.5,21.9,17.3,5.67,37.9,89,1946,12.1,31.1,37.5
"1064","cd3cd28icam2",0,1,0,0,0,0,0,0,0,175,126,14.1,137,5.09,102,160,2788,15.4,30,50
"1065","cd3cd28icam2",0,1,0,0,0,0,0,0,0,34.6,25.5,32.2,35.9,10.9,2.29,7.37,125,13.9,25.7,29.4
"1066","cd3cd28icam2",0,1,0,0,0,0,0,0,0,11.8,17,49.1,410,54.2,15.7,36.2,1219,10.1,22.1,19.6
"1067","cd3cd28icam2",0,1,0,0,0,0,0,0,0,38.9,32.8,129,308,73,2.48,12.6,906,12.6,29.4,16.7
"1068","cd3cd28icam2",0,1,0,0,0,0,0,0,0,34.3,26.9,54.2,79.1,32.8,9.14,13.5,410,14.1,30.5,20.9
"1069","cd3cd28icam2",0,1,0,0,0,0,0,0,0,38.9,5.38,22.3,87.4,22.1,20.5,49.6,1046,5.38,5.42,4.87
"1070","cd3cd28icam2",0,1,0,0,0,0,0,0,0,37.5,15,40.3,44.5,14.5,9.22,14.9,610,1.22,5.52,11.4
"1071","cd3cd28icam2",0,1,0,0,0,0,0,0,0,33.7,21.5,18.9,217,9.22,14.1,18.6,542,10.4,19.3,40.7
"1072","cd3cd28icam2",0,1,0,0,0,0,0,0,0,22.1,23.3,30,22.7,6.44,19.6,35.5,939,15.1,26.9,23.9
"1073","cd3cd28icam2",0,1,0,0,0,0,0,0,0,35.9,25,93.9,474,77.7,97.3,158,1747,1.12,3.43,22.9
"1074","cd3cd28icam2",0,1,0,0,0,0,0,0,0,37.9,18.1,14.9,153,5.28,10.2,26.7,389,48.3,118,138
"1075","cd3cd28icam2",0,1,0,0,0,0,0,0,0,21.1,15,24.8,25.7,5.38,9.65,36.2,737,11.2,29.7,24.4
"1076","cd3cd28icam2",0,1,0,0,0,0,0,0,0,31.1,24.4,19.5,248,29.4,21.7,34.6,505,13.6,22.9,19.3
"1077","cd3cd28icam2",0,1,0,0,0,0,0,0,0,57.8,42.9,25.7,35.9,2.86,8.28,11.3,259,5.42,55.2,5.57
"1078","cd3cd28icam2",0,1,0,0,0,0,0,0,0,56.2,29.2,47.4,262,36.5,1.51,13.5,667,8.58,11.9,4.1
"1079","cd3cd28icam2",0,1,0,0,0,0,0,0,0,7.7,10.9,13.1,89.8,11.4,9.31,20,410,9.31,21.5,25
"1080","cd3cd28icam2",0,1,0,0,0,0,0,0,0,112,76.4,44.1,487,67.3,15.1,21.1,505,8.82,13.9,7.99
"1081","cd3cd28icam2",0,1,0,0,0,0,0,0,0,31.1,26.7,33.7,198,32.2,8.66,18.3,1197,5.33,8.98,9.06
"1082","cd3cd28icam2",0,1,0,0,0,0,0,0,0,71,42.9,17.9,44.1,8.74,8.35,12.7,1094,10.6,44.1,44.5
"1083","cd3cd28icam2",0,1,0,0,0,0,0,0,0,52.3,32.8,23.5,217,14.6,24.1,35.5,939,37.5,79.1,133
"1084","cd3cd28icam2",0,1,0,0,0,0,0,0,0,149,96.5,59.9,302,40,4.41,16.4,137,6.38,20.7,16.5
"1085","cd3cd28icam2",0,1,0,0,0,0,0,0,0,65.5,32.8,13.3,122,16.7,7.1,13.1,655,12.5,22.9,43.3
"1086","cd3cd28icam2",0,1,0,0,0,0,0,0,0,44.5,37.2,18.4,250,28.1,20.5,21.3,533,3.55,16.8,28.1
"1087","cd3cd28icam2",0,1,0,0,0,0,0,0,0,126,89,37.2,300,33.7,26.7,41,723,49.6,99.1,154
"1088","cd3cd28icam2",0,1,0,0,0,0,0,0,0,59.4,36.8,10.2,157,14.6,11.7,24.4,349,12.1,20.2,21.7
"1089","cd3cd28icam2",0,1,0,0,0,0,0,0,0,32.8,32.5,28.1,235,19.8,8.51,18.4,698,9.47,30.8,25.5
"1090","cd3cd28icam2",0,1,0,0,0,0,0,0,0,22.1,18.8,18.1,27.9,10.6,14.1,23.7,487,13.5,36.2,33.1
"1091","cd3cd28icam2",0,1,0,0,0,0,0,0,0,30.2,22.9,21.1,175,21.1,23.1,76.4,1263,7.84,22.3,18.8
"1092","cd3cd28icam2",0,1,0,0,0,0,0,0,0,69.8,44.5,17.6,92.2,8.43,9.73,20.2,661,40.3,70.4,67.3
"1093","cd3cd28icam2",0,1,0,0,0,0,0,0,0,40.7,22.1,35.5,200,42.9,7.17,11,533,13.7,28.4,27.6
"1094","cd3cd28icam2",0,1,0,0,0,0,0,0,0,50.5,32.5,22.9,26.7,5.57,3.4,14.5,235,5.19,13.7,11.8
"1095","cd3cd28icam2",0,1,0,0,0,0,0,0,0,106,85.8,19.5,86.6,10,49.1,67.9,483,7.1,25.5,36.2
"1096","cd3cd28icam2",0,1,0,0,0,0,0,0,0,142,90.6,17.3,66.1,18.4,15.3,40.3,730,5.62,23.1,21.9
"1097","cd3cd28icam2",0,1,0,0,0,0,0,0,0,184,132,21.1,21.1,10.4,5.88,40.7,1252,46.1,115,145
"1098","cd3cd28icam2",0,1,0,0,0,0,0,0,0,50,31.6,15.5,61,11.7,16.3,34.9,874,40.7,107,106
"1099","cd3cd28icam2",0,1,0,0,0,0,0,0,0,138,109,65.5,359,60.4,8.2,14.3,533,12.4,28.6,8.82
"1100","cd3cd28icam2",0,1,0,0,0,0,0,0,0,55.2,32.2,13.6,142,10.2,9.47,25.5,346,7.7,23.5,28.4
"1101","cd3cd28icam2",0,1,0,0,0,0,0,0,0,42.6,18.1,17,15.5,1.21,13.9,15.3,487,9.73,9.39,12.9
"1102","cd3cd28icam2",0,1,0,0,0,0,0,0,0,78.4,74.3,25.9,110,42.2,17.2,42.9,626,10.4,18.6,35.2
"1103","cd3cd28icam2",0,1,0,0,0,0,0,0,0,37.5,25.9,24.1,27.6,3.85,17,47.8,692,38.5,64.9,57.3
"1104","cd3cd28icam2",0,1,0,0,0,0,0,0,0,21.1,6.55,24.6,28.1,3.68,15.5,41,882,7.7,10.8,14.7
"1105","cd3cd28icam2",0,1,0,0,0,0,0,0,0,76.4,43.7,8.82,235,22.7,23.1,40.3,583,25.5,44.1,51.9
"1106","cd3cd28icam2",0,1,0,0,0,0,0,0,0,61.5,64.4,16.1,163,2.71,25.5,34,487,7.7,23.9,29.4
"1107","cd3cd28icam2",0,1,0,0,0,0,0,0,0,66.7,44.9,22.9,68.5,25,28.4,56.2,453,9.31,18.8,24.6
"1108","cd3cd28icam2",0,1,0,0,0,0,0,0,0,56.7,25.9,21.3,21.3,16.1,22.1,32.5,922,9.06,23.9,27.1
"1109","cd3cd28icam2",0,1,0,0,0,0,0,0,0,85.8,21.9,18.6,25.3,4.61,13.6,26.7,422,11,21.5,22.1
"1110","cd3cd28icam2",0,1,0,0,0,0,0,0,0,39.6,28.1,20.9,18.8,15.3,24.1,39.2,604,13.6,31.3,39.2
"1111","cd3cd28icam2",0,1,0,0,0,0,0,0,0,31.1,23.7,20.7,176,14.7,5.05,20.7,271,13.5,30.8,36.5
"1112","cd3cd28icam2",0,1,0,0,0,0,0,0,0,29.4,20,16.5,46.1,5.83,14.7,43.3,461,28.6,47.4,3.13
"1113","cd3cd28icam2",0,1,0,0,0,0,0,0,0,18.4,19.1,44.1,231,62.6,59.4,93.1,3619,24.4,56.7,77
"1114","cd3cd28icam2",0,1,0,0,0,0,0,0,0,33.1,14.1,24.8,23.3,4.45,7.91,14.5,1155,4.14,12.6,4.29
"1115","cd3cd28icam2",0,1,0,0,0,0,0,0,0,52.3,33.1,54.7,334,47,87.4,146,2864,16.7,25.5,33.1
"1116","cd3cd28icam2",0,1,0,0,0,0,0,0,0,39.6,25.3,12.1,88.2,3.08,26.2,48.7,1395,31.1,60.4,74.3
"1117","cd3cd28icam2",0,1,0,0,0,0,0,0,0,39.6,20.2,93.1,505,58.8,5.52,30.8,1843,7.1,18.4,18.8
"1118","cd3cd28icam2",0,1,0,0,0,0,0,0,0,35.9,13.5,12,186,21.5,15.8,35.5,991,13.1,16.4,42.9
"1119","cd3cd28icam2",0,1,0,0,0,0,0,0,0,58.8,40,22.5,63.8,23.1,11.3,15,528,67.9,97.3,3.89
"1120","cd3cd28icam2",0,1,0,0,0,0,0,0,0,95.6,59.4,49.1,437,50,13.6,24.6,588,49.1,115,164
"1121","cd3cd28icam2",0,1,0,0,0,0,0,0,0,32.2,25.9,28.6,204,20.5,45.3,74.3,2148,6.38,26.4,27.1
"1122","cd3cd28icam2",0,1,0,0,0,0,0,0,0,33.1,21.7,13.8,103,10.5,12.9,22.7,509,9.14,22.7,29.7
"1123","cd3cd28icam2",0,1,0,0,0,0,0,0,0,36.8,83.5,24.6,115,12.1,37.2,47,813,12.6,21.5,29.7
"1124","cd3cd28icam2",0,1,0,0,0,0,0,0,0,47,26.9,27.4,19.5,8.35,7.37,18.4,649,11.3,30.8,36.8
"1125","cd3cd28icam2",0,1,0,0,0,0,0,0,0,34.6,30,18.3,109,9.82,112,189,2525,10.3,20.9,22.9
"1126","cd3cd28icam2",0,1,0,0,0,0,0,0,0,38.5,23.5,5.42,4.83,12.6,37.5,55.2,599,36.8,81.3,110
"1127","cd3cd28icam2",0,1,0,0,0,0,0,0,0,204,130,23.7,21.5,4,15.5,34.6,737,12.9,15.1,32.5
"1128","cd3cd28icam2",0,1,0,0,0,0,0,0,0,2.37,2.29,78.4,379,57.8,9.65,29.7,478,15.5,17.8,44.5
"1129","cd3cd28icam2",0,1,0,0,0,0,0,0,0,26.2,39.2,24.8,44.9,16.3,50,90.6,1407,31.9,62.1,74.3
"1130","cd3cd28icam2",0,1,0,0,0,0,0,0,0,27.9,17.9,45.7,141,26.2,19.6,34.9,947,15,22.3,29.2
"1131","cd3cd28icam2",0,1,0,0,0,0,0,0,0,96.5,62.6,106,359,65.5,11.1,24.6,750,6.79,40.7,34.9
